
13-02-2018 10:04:39:006 - D: 	Executing bot with following commands python.exe "bot.py" B "C:\Users\Dafi Faraz\Documents\GitHub\tubes1Stima\Game Engine\Replays\2018-02-13 10-04-26-331\Phase 2 - Round 54\B"
13-02-2018 10:04:39:006 - I: 	Executing process python.exe "bot.py" B "C:\Users\Dafi Faraz\Documents\GitHub\tubes1Stima\Game Engine\Replays\2018-02-13 10-04-26-331\Phase 2 - Round 54\B"
13-02-2018 10:04:39:021 - I: 	Bot has 4000ms to run before it will be forcefully killed
13-02-2018 10:04:39:090 - I: 	Output from bot: data file 7 7 target
13-02-2018 10:04:39:090 - I: 	Output from bot: missed
13-02-2018 10:04:39:090 - I: 	Output from bot: isi stack
13-02-2018 10:04:39:090 - I: 	Output from bot: 6 4
13-02-2018 10:04:39:090 - I: 	Output from bot: 8 6
13-02-2018 10:04:39:090 - I: 	Output from bot: 9 5
13-02-2018 10:04:39:090 - I: 	Output from bot: 0 3
13-02-2018 10:04:39:090 - I: 	Output from bot: 1 4
13-02-2018 10:04:39:090 - I: 	Output from bot: 0 9
13-02-2018 10:04:39:090 - I: 	Output from bot: 4 1
13-02-2018 10:04:39:090 - I: 	Output from bot: 5 0
13-02-2018 10:04:39:090 - I: 	Output from bot: 5 2
13-02-2018 10:04:39:090 - I: 	Output from bot: 6 3
13-02-2018 10:04:39:090 - I: 	Output from bot: 2 5
13-02-2018 10:04:39:090 - I: 	Output from bot: 3 6
13-02-2018 10:04:39:090 - I: 	Output from bot: 6 9
13-02-2018 10:04:39:090 - I: 	Output from bot: 4 5
13-02-2018 10:04:39:090 - I: 	Output from bot: 5 4
13-02-2018 10:04:39:090 - I: 	Output from bot: current mode : target
13-02-2018 10:04:39:090 - I: 	Output from bot: 
13-02-2018 10:04:39:090 - E: 	Output from bot: 
13-02-2018 10:04:39:090 - I: 	Your bots total execution time was 00:00:00.0778627
