
13-02-2018 10:04:32:214 - D: 	Executing bot with following commands python.exe "bot.py" B "C:\Users\Dafi Faraz\Documents\GitHub\tubes1Stima\Game Engine\Replays\2018-02-13 10-04-26-331\Phase 2 - Round 24\B"
13-02-2018 10:04:32:214 - I: 	Executing process python.exe "bot.py" B "C:\Users\Dafi Faraz\Documents\GitHub\tubes1Stima\Game Engine\Replays\2018-02-13 10-04-26-331\Phase 2 - Round 24\B"
13-02-2018 10:04:32:214 - I: 	Bot has 4000ms to run before it will be forcefully killed
13-02-2018 10:04:32:283 - I: 	Output from bot: data file 2 9 target
13-02-2018 10:04:32:283 - I: 	Output from bot: missed
13-02-2018 10:04:32:283 - I: 	Output from bot: isi stack
13-02-2018 10:04:32:283 - I: 	Output from bot: 3 8
13-02-2018 10:04:32:283 - I: 	Output from bot: 4 9
13-02-2018 10:04:32:283 - I: 	Output from bot: 4 7
13-02-2018 10:04:32:283 - I: 	Output from bot: 5 6
13-02-2018 10:04:32:283 - I: 	Output from bot: 5 8
13-02-2018 10:04:32:283 - I: 	Output from bot: 6 7
13-02-2018 10:04:32:283 - I: 	Output from bot: 6 5
13-02-2018 10:04:32:283 - I: 	Output from bot: 7 6
13-02-2018 10:04:32:283 - I: 	Output from bot: 7 4
13-02-2018 10:04:32:283 - I: 	Output from bot: 8 5
13-02-2018 10:04:32:283 - I: 	Output from bot: 8 3
13-02-2018 10:04:32:283 - I: 	Output from bot: 9 4
13-02-2018 10:04:32:283 - I: 	Output from bot: 9 2
13-02-2018 10:04:32:283 - I: 	Output from bot: 0 4
13-02-2018 10:04:32:283 - I: 	Output from bot: 0 6
13-02-2018 10:04:32:283 - I: 	Output from bot: 1 5
13-02-2018 10:04:32:283 - I: 	Output from bot: 0 8
13-02-2018 10:04:32:283 - I: 	Output from bot: 5 1
13-02-2018 10:04:32:283 - I: 	Output from bot: 6 0
13-02-2018 10:04:32:283 - I: 	Output from bot: 6 2
13-02-2018 10:04:32:283 - I: 	Output from bot: 7 3
13-02-2018 10:04:32:283 - I: 	Output from bot: 9 1
13-02-2018 10:04:32:283 - I: 	Output from bot: 2 6
13-02-2018 10:04:32:283 - I: 	Output from bot: 3 7
13-02-2018 10:04:32:283 - I: 	Output from bot: current mode : target
13-02-2018 10:04:32:283 - I: 	Output from bot: 
13-02-2018 10:04:32:283 - E: 	Output from bot: 
13-02-2018 10:04:32:283 - I: 	Your bots total execution time was 00:00:00.0738058
