
13-02-2018 09:34:11:815 - D: 	Executing bot with following commands python.exe "bot.py" B "C:\Users\Dafi Faraz\Documents\GitHub\tubes1Stima\Game Engine\Replays\2018-02-13 09-34-03-099\Phase 2 - Round 17\B"
13-02-2018 09:34:11:815 - I: 	Executing process python.exe "bot.py" B "C:\Users\Dafi Faraz\Documents\GitHub\tubes1Stima\Game Engine\Replays\2018-02-13 09-34-03-099\Phase 2 - Round 17\B"
13-02-2018 09:34:11:817 - I: 	Bot has 4000ms to run before it will be forcefully killed
13-02-2018 09:34:11:949 - I: 	Output from bot: data file 3 5 target
13-02-2018 09:34:11:949 - I: 	Output from bot: missed
13-02-2018 09:34:11:949 - I: 	Output from bot: isi stack
13-02-2018 09:34:11:949 - I: 	Output from bot: 0 1
13-02-2018 09:34:11:949 - I: 	Output from bot: 1 2
13-02-2018 09:34:11:949 - I: 	Output from bot: 0 7
13-02-2018 09:34:11:949 - I: 	Output from bot: 1 6
13-02-2018 09:34:11:949 - I: 	Output from bot: 2 1
13-02-2018 09:34:11:949 - I: 	Output from bot: 3 2
13-02-2018 09:34:11:949 - I: 	Output from bot: 4 3
13-02-2018 09:34:11:949 - I: 	Output from bot: 2 7
13-02-2018 09:34:11:949 - I: 	Output from bot: 3 6
13-02-2018 09:34:11:949 - I: 	Output from bot: current mode : target
13-02-2018 09:34:11:967 - E: 	Output from bot: 
13-02-2018 09:34:11:967 - I: 	Output from bot: 
13-02-2018 09:34:11:970 - I: 	Your bots total execution time was 00:00:00.1550104
