
13-02-2018 09:55:57:680 - D: 	Executing bot with following commands python.exe "bot.py" B "C:\Users\Dafi Faraz\Documents\GitHub\tubes1Stima\Game Engine\Replays\2018-02-13 09-55-54-109\Phase 2 - Round 13\B"
13-02-2018 09:55:57:680 - I: 	Executing process python.exe "bot.py" B "C:\Users\Dafi Faraz\Documents\GitHub\tubes1Stima\Game Engine\Replays\2018-02-13 09-55-54-109\Phase 2 - Round 13\B"
13-02-2018 09:55:57:680 - I: 	Bot has 4000ms to run before it will be forcefully killed
13-02-2018 09:55:57:742 - I: 	Output from bot: data file 4 1 target
13-02-2018 09:55:57:742 - I: 	Output from bot: missed
13-02-2018 09:55:57:742 - I: 	Output from bot: isi stack
13-02-2018 09:55:57:742 - I: 	Output from bot: 3 4
13-02-2018 09:55:57:742 - I: 	Output from bot: 4 3
13-02-2018 09:55:57:742 - I: 	Output from bot: 0 2
13-02-2018 09:55:57:742 - I: 	Output from bot: 1 1
13-02-2018 09:55:57:742 - I: 	Output from bot: 1 3
13-02-2018 09:55:57:742 - I: 	Output from bot: 2 0
13-02-2018 09:55:57:742 - I: 	Output from bot: 2 4
13-02-2018 09:55:57:742 - I: 	Output from bot: 4 0
13-02-2018 09:55:57:742 - I: 	Output from bot: current mode : target
13-02-2018 09:55:57:742 - E: 	Output from bot: 
13-02-2018 09:55:57:742 - I: 	Output from bot: 
13-02-2018 09:55:57:742 - I: 	Your bots total execution time was 00:00:00.0733203
