
13-02-2018 09:34:23:411 - D: 	Executing bot with following commands python.exe "bot.py" B "C:\Users\Dafi Faraz\Documents\GitHub\tubes1Stima\Game Engine\Replays\2018-02-13 09-34-03-099\Phase 2 - Round 58\B"
13-02-2018 09:34:23:411 - I: 	Executing process python.exe "bot.py" B "C:\Users\Dafi Faraz\Documents\GitHub\tubes1Stima\Game Engine\Replays\2018-02-13 09-34-03-099\Phase 2 - Round 58\B"
13-02-2018 09:34:23:413 - I: 	Bot has 4000ms to run before it will be forcefully killed
13-02-2018 09:34:23:492 - I: 	Output from bot: data file 7 3 target
13-02-2018 09:34:23:492 - I: 	Output from bot: missed
13-02-2018 09:34:23:492 - I: 	Output from bot: isi stack
13-02-2018 09:34:23:492 - I: 	Output from bot: 3 9
13-02-2018 09:34:23:492 - I: 	Output from bot: 4 8
13-02-2018 09:34:23:492 - I: 	Output from bot: 5 7
13-02-2018 09:34:23:492 - I: 	Output from bot: 6 6
13-02-2018 09:34:23:492 - I: 	Output from bot: 7 5
13-02-2018 09:34:23:492 - I: 	Output from bot: 2 9
13-02-2018 09:34:23:492 - I: 	Output from bot: 5 0
13-02-2018 09:34:23:492 - I: 	Output from bot: 6 1
13-02-2018 09:34:23:492 - I: 	Output from bot: 7 2
13-02-2018 09:34:23:492 - I: 	Output from bot: 7 4
13-02-2018 09:34:23:492 - I: 	Output from bot: current mode : target
13-02-2018 09:34:23:497 - I: 	Output from bot: 
13-02-2018 09:34:23:497 - E: 	Output from bot: 
13-02-2018 09:34:23:499 - I: 	Your bots total execution time was 00:00:00.0877061
